PheCode	Number of cases	Number of controls	Number of excluded controls	Phenotype Description	Phenotype Category	url_sum	URL QQ Plot	URL-QQPlot	URL Manhattan Plot	URL-ManhattanPlot
295.3	171	"365,476"	"43,314"	Psychosis	mental disorders	wget https://www.dropbox.com/s/m2qipzydv3a7p43/PheCode_295.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/du12wq5iw40qdix/295.3-Psychosis-171cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/du12wq5iw40qdix/295.3-Psychosis-171cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/1unu4gyv9164ph9/295.3-Psychosis-171cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/1unu4gyv9164ph9/295.3-Psychosis-171cases-365476controls.mh.pdf?dl=0
296	"12,560"	"365,476"	"30,925"	Mood disorders	mental disorders	wget https://www.dropbox.com/s/wjtiri1drcw2u0h/PheCode_296_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/y7sq7d6ve8ythhu/296-Mooddisorders-12560cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/y7sq7d6ve8ythhu/296-Mooddisorders-12560cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/hpgjpu2ipbk0tui/296-Mooddisorders-12560cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/hpgjpu2ipbk0tui/296-Mooddisorders-12560cases-365476controls.mh.pdf?dl=0
296.1	"1,064"	"365,476"	"42,421"	Bipolar	mental disorders	wget https://www.dropbox.com/s/lx97b9ktlxx3ikj/PheCode_296.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/xiji6d2uoifm46m/296.1-Bipolar-1064cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/xiji6d2uoifm46m/296.1-Bipolar-1064cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/m9td49dfv2m5k8l/296.1-Bipolar-1064cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/m9td49dfv2m5k8l/296.1-Bipolar-1064cases-365476controls.mh.pdf?dl=0
296.2	"11,901"	"365,476"	"31,584"	Depression	mental disorders	wget https://www.dropbox.com/s/dbilb5egjvr66bl/PheCode_296.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/8770v4fkofhgzcv/296.2-Depression-11901cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/8770v4fkofhgzcv/296.2-Depression-11901cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/e0cmzhot1gjuv1g/296.2-Depression-11901cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/e0cmzhot1gjuv1g/296.2-Depression-11901cases-365476controls.mh.pdf?dl=0
296.22	362	"365,476"	"43,123"	Major depressive disorder	mental disorders	wget https://www.dropbox.com/s/qbwpu5al1ltsbwp/PheCode_296.22_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/jmtogrksbexnj1j/296.22-Majordepressivedisorder-362cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/jmtogrksbexnj1j/296.22-Majordepressivedisorder-362cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/lu81zzwjgoeku58/296.22-Majordepressivedisorder-362cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/lu81zzwjgoeku58/296.22-Majordepressivedisorder-362cases-365476controls.mh.pdf?dl=0
297	343	"365,476"	"43,142"	Suicidal ideation or attempt	mental disorders	wget https://www.dropbox.com/s/ksp3as1okkn3yfe/PheCode_297_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/fptso2a09i99coo/297-Suicidalideationorattempt-343cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/fptso2a09i99coo/297-Suicidalideationorattempt-343cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/0qdbp1sxygffft9/297-Suicidalideationorattempt-343cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/0qdbp1sxygffft9/297-Suicidalideationorattempt-343cases-365476controls.mh.pdf?dl=0
297.2	319	"365,476"	"43,166"	Suicide or self-inflicted injury	mental disorders	wget https://www.dropbox.com/s/gw5zt3vu5f7644r/PheCode_297.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/01fabqabg22kgmw/297.2-Suicideorself-inflictedinjury-319cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/01fabqabg22kgmw/297.2-Suicideorself-inflictedinjury-319cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/2rnqqbecxd476er/297.2-Suicideorself-inflictedinjury-319cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/2rnqqbecxd476er/297.2-Suicideorself-inflictedinjury-319cases-365476controls.mh.pdf?dl=0
300	"6,939"	"365,476"	"36,546"	Anxiety disorders	mental disorders	wget https://www.dropbox.com/s/4npzyc868a63m6z/PheCode_300_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/v8laag1zkc0knlv/300-Anxietydisorders-6939cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/v8laag1zkc0knlv/300-Anxietydisorders-6939cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/anvwymkhvk9usbg/300-Anxietydisorders-6939cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/anvwymkhvk9usbg/300-Anxietydisorders-6939cases-365476controls.mh.pdf?dl=0
300.1	"6,375"	"365,476"	"37,110"	Anxiety disorder	mental disorders	wget https://www.dropbox.com/s/zu4uset9b0kpfjh/PheCode_300.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/83dkw36zoi7ozkp/300.1-Anxietydisorder-6375cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/83dkw36zoi7ozkp/300.1-Anxietydisorder-6375cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/1rcuc6xhi9ci135/300.1-Anxietydisorder-6375cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/1rcuc6xhi9ci135/300.1-Anxietydisorder-6375cases-365476controls.mh.pdf?dl=0
300.11	150	"365,476"	"43,335"	Generalized anxiety disorder	mental disorders	wget https://www.dropbox.com/s/a85wrfnezu7vrtp/PheCode_300.11_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/64ru49sbtzu3w0u/300.11-Generalizedanxietydisorder-150cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/64ru49sbtzu3w0u/300.11-Generalizedanxietydisorder-150cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/zblhvyqd62oxso7/300.11-Generalizedanxietydisorder-150cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/zblhvyqd62oxso7/300.11-Generalizedanxietydisorder-150cases-365476controls.mh.pdf?dl=0
300.12	709	"365,476"	"42,776"	"Agorophobia, social phobia, and panic disorder"	mental disorders	wget https://www.dropbox.com/s/4qbagc8xez0ftdh/PheCode_300.12_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/hh3y48zy6g7xhfh/300.12-Agorophobia-socialphobia-andpanicdisorder-709cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/hh3y48zy6g7xhfh/300.12-Agorophobia-socialphobia-andpanicdisorder-709cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/xqf5xg0n93v3mg4/300.12-Agorophobia-socialphobia-andpanicdisorder-709cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/xqf5xg0n93v3mg4/300.12-Agorophobia-socialphobia-andpanicdisorder-709cases-365476controls.mh.pdf?dl=0
300.13	503	"365,476"	"42,982"	Phobia	mental disorders	wget https://www.dropbox.com/s/59cdi0qth0byykc/PheCode_300.13_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/84cavkco32ramxk/300.13-Phobia-503cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/84cavkco32ramxk/300.13-Phobia-503cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/8ch1x0q84scsav3/300.13-Phobia-503cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/8ch1x0q84scsav3/300.13-Phobia-503cases-365476controls.mh.pdf?dl=0
300.3	141	"365,476"	"43,344"	Obsessive-compulsive disorders	mental disorders	wget https://www.dropbox.com/s/j37mq4q8ibwy30i/PheCode_300.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/rsr3ymie50m0l3n/300.3-Obsessive-compulsivedisorders-141cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/rsr3ymie50m0l3n/300.3-Obsessive-compulsivedisorders-141cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/k6gb4li9d9w6z2r/300.3-Obsessive-compulsivedisorders-141cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/k6gb4li9d9w6z2r/300.3-Obsessive-compulsivedisorders-141cases-365476controls.mh.pdf?dl=0
300.4	53	"365,476"	"43,432"	Dysthymic disorder	mental disorders	wget https://www.dropbox.com/s/ees31l7h4nt0ie3/PheCode_300.4_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/6c5mjzmv1fq7wxa/300.4-Dysthymicdisorder-53cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/6c5mjzmv1fq7wxa/300.4-Dysthymicdisorder-53cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/99ushbufi3dj637/300.4-Dysthymicdisorder-53cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/99ushbufi3dj637/300.4-Dysthymicdisorder-53cases-365476controls.mh.pdf?dl=0
300.8	125	"365,476"	"43,360"	Acute reaction to stress	mental disorders	wget https://www.dropbox.com/s/iodwfgdx07re3fr/PheCode_300.8_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/w9txjfely8xb1o5/300.8-Acutereactiontostress-125cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/w9txjfely8xb1o5/300.8-Acutereactiontostress-125cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/qufjptaxmtu3bf3/300.8-Acutereactiontostress-125cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/qufjptaxmtu3bf3/300.8-Acutereactiontostress-125cases-365476controls.mh.pdf?dl=0
300.9	113	"365,476"	"43,372"	Posttraumatic stress disorder	mental disorders	wget https://www.dropbox.com/s/6spzok5v1vg4d0j/PheCode_300.9_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/xiwoupzr979kchk/300.9-Posttraumaticstressdisorder-113cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/xiwoupzr979kchk/300.9-Posttraumaticstressdisorder-113cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/fjxui4croayw4dk/300.9-Posttraumaticstressdisorder-113cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/fjxui4croayw4dk/300.9-Posttraumaticstressdisorder-113cases-365476controls.mh.pdf?dl=0
301	336	"365,476"	"43,149"	Personality disorders	mental disorders	wget https://www.dropbox.com/s/l2462bqdkoegk67/PheCode_301_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/j86asy03po8252z/301-Personalitydisorders-336cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/j86asy03po8252z/301-Personalitydisorders-336cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/lkpr4qs9y0f41kp/301-Personalitydisorders-336cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/lkpr4qs9y0f41kp/301-Personalitydisorders-336cases-365476controls.mh.pdf?dl=0
301.2	119	"365,476"	"43,366"	Antisocial/borderline personality disorder	mental disorders	wget https://www.dropbox.com/s/jfayt08alu8wfp0/PheCode_301.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/uikj2owoomwk6hp/301.2-Antisocialborderlinepersonalitydisorder-119cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/uikj2owoomwk6hp/301.2-Antisocialborderlinepersonalitydisorder-119cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/m9mx84pd9evqhiu/301.2-Antisocialborderlinepersonalitydisorder-119cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/m9mx84pd9evqhiu/301.2-Antisocialborderlinepersonalitydisorder-119cases-365476controls.mh.pdf?dl=0
302	322	"365,476"	"43,163"	Sexual and gender identity disorders	mental disorders	wget https://www.dropbox.com/s/owx2cugyd5u26fo/PheCode_302_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/vhy61vlyv6iynwb/302-Sexualandgenderidentitydisorders-322cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/vhy61vlyv6iynwb/302-Sexualandgenderidentitydisorders-322cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/hdobdfdvjs4wood/302-Sexualandgenderidentitydisorders-322cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/hdobdfdvjs4wood/302-Sexualandgenderidentitydisorders-322cases-365476controls.mh.pdf?dl=0
303	529	"365,476"	"42,956"	Psychogenic and somatoform disorders	mental disorders	wget https://www.dropbox.com/s/upq88o6xo4wubzd/PheCode_303_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/j467xriu8z9mr70/303-Psychogenicandsomatoformdisorders-529cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/j467xriu8z9mr70/303-Psychogenicandsomatoformdisorders-529cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/tpza73wjn3nx61j/303-Psychogenicandsomatoformdisorders-529cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/tpza73wjn3nx61j/303-Psychogenicandsomatoformdisorders-529cases-365476controls.mh.pdf?dl=0
303.3	354	"365,476"	"43,131"	Psychogenic disorder	mental disorders	wget https://www.dropbox.com/s/ocl2cpqh20e8gyj/PheCode_303.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/lt7oho78z9ntd36/303.3-Psychogenicdisorder-354cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/lt7oho78z9ntd36/303.3-Psychogenicdisorder-354cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/0b6i34bcmaili1e/303.3-Psychogenicdisorder-354cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/0b6i34bcmaili1e/303.3-Psychogenicdisorder-354cases-365476controls.mh.pdf?dl=0
303.4	124	"365,476"	"43,361"	Somatoform disorder	mental disorders	wget https://www.dropbox.com/s/0gaogoh4pxrf9uw/PheCode_303.4_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/9n30bmuwmgmj0yo/303.4-Somatoformdisorder-124cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/9n30bmuwmgmj0yo/303.4-Somatoformdisorder-124cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/77ztg0tfsbt4a72/303.4-Somatoformdisorder-124cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/77ztg0tfsbt4a72/303.4-Somatoformdisorder-124cases-365476controls.mh.pdf?dl=0
304	295	"365,476"	"43,190"	Adjustment reaction	mental disorders	wget https://www.dropbox.com/s/2iq6q5wgk0u83qz/PheCode_304_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/bw5tj0p5guok9ha/304-Adjustmentreaction-295cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/bw5tj0p5guok9ha/304-Adjustmentreaction-295cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/ubpx5j40hzw2xig/304-Adjustmentreaction-295cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/ubpx5j40hzw2xig/304-Adjustmentreaction-295cases-365476controls.mh.pdf?dl=0
305	90	"408,871"	0	Eating disorder	mental disorders	wget https://www.dropbox.com/s/t72skxstkwdy9l9/PheCode_305_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/uvw1is8g3t6bfoh/305-NA-90cases-408871controls.qq.pdf?dl=0	https://www.dropbox.com/s/uvw1is8g3t6bfoh/305-NA-90cases-408871controls.qq.pdf?dl=0	https://www.dropbox.com/s/j4y2ezix6w8r13e/305-NA-90cases-408871controls.mh.pdf?dl=0	https://www.dropbox.com/s/j4y2ezix6w8r13e/305-NA-90cases-408871controls.mh.pdf?dl=0
305.2	90	"365,476"	"43,395"	Eating disorder	mental disorders	wget https://www.dropbox.com/s/iglh7tj422c28eo/PheCode_305.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/w6n819es2k7w4y8/305.2-Eatingdisorder-90cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/w6n819es2k7w4y8/305.2-Eatingdisorder-90cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/53pa5kt8zq61lba/305.2-Eatingdisorder-90cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/53pa5kt8zq61lba/305.2-Eatingdisorder-90cases-365476controls.mh.pdf?dl=0
306	"28,791"	"365,476"	"14,694"	Other mental disorder	mental disorders	wget https://www.dropbox.com/s/uc4vwq3ljyg617j/PheCode_306_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/3krk1c2biyaja0b/306-Othermentaldisorder-28791cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/3krk1c2biyaja0b/306-Othermentaldisorder-28791cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/a36xmr47f454u4a/306-Othermentaldisorder-28791cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/a36xmr47f454u4a/306-Othermentaldisorder-28791cases-365476controls.mh.pdf?dl=0
306.9	315	"365,476"	"43,170"	Tension headache	mental disorders	wget https://www.dropbox.com/s/2xjp53b2snzbxzr/PheCode_306.9_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/4aszrme6j6fnoop/306.9-Tensionheadache-315cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/4aszrme6j6fnoop/306.9-Tensionheadache-315cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/wmn16aq6bjp6ude/306.9-Tensionheadache-315cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/wmn16aq6bjp6ude/306.9-Tensionheadache-315cases-365476controls.mh.pdf?dl=0
313	77	"408,378"	506	Pervasive developmental disorders	mental disorders	wget https://www.dropbox.com/s/zgw21ia2gmmj2js/PheCode_313_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/jakqtx2saqqj8or/313-Pervasivedevelopmentaldisorders-77cases-408378controls.qq.pdf?dl=0	https://www.dropbox.com/s/jakqtx2saqqj8or/313-Pervasivedevelopmentaldisorders-77cases-408378controls.qq.pdf?dl=0	https://www.dropbox.com/s/lqwv7y2471hbxp2/313-Pervasivedevelopmentaldisorders-77cases-408378controls.mh.pdf?dl=0	https://www.dropbox.com/s/lqwv7y2471hbxp2/313-Pervasivedevelopmentaldisorders-77cases-408378controls.mh.pdf?dl=0
313.3	54	"408,378"	529	Autism	mental disorders	wget https://www.dropbox.com/s/it5axrrfqx6lz4a/PheCode_313.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/9qqcpe67zp7ttfk/313.3-Autism-54cases-408378controls.qq.pdf?dl=0	https://www.dropbox.com/s/9qqcpe67zp7ttfk/313.3-Autism-54cases-408378controls.qq.pdf?dl=0	https://www.dropbox.com/s/kqrwyzytw3fgr2r/313.3-Autism-54cases-408378controls.mh.pdf?dl=0	https://www.dropbox.com/s/kqrwyzytw3fgr2r/313.3-Autism-54cases-408378controls.mh.pdf?dl=0
315	496	"408,378"	87	Develomental delays and disorders	mental disorders	wget https://www.dropbox.com/s/zps1rtokvmy5scc/PheCode_315_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/2x5jvsz1ul09if8/315-Develomentaldelaysanddisorders-496cases-408378controls.qq.pdf?dl=0	https://www.dropbox.com/s/2x5jvsz1ul09if8/315-Develomentaldelaysanddisorders-496cases-408378controls.qq.pdf?dl=0	https://www.dropbox.com/s/evanl0q8erp6mxf/315-Develomentaldelaysanddisorders-496cases-408378controls.mh.pdf?dl=0	https://www.dropbox.com/s/evanl0q8erp6mxf/315-Develomentaldelaysanddisorders-496cases-408378controls.mh.pdf?dl=0
315.1	164	"408,378"	419	Learning disorder	mental disorders	wget https://www.dropbox.com/s/26d13udb9mw6vg8/PheCode_315.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/14dn0p0a8w3uhez/315.1-Learningdisorder-164cases-408378controls.qq.pdf?dl=0	https://www.dropbox.com/s/14dn0p0a8w3uhez/315.1-Learningdisorder-164cases-408378controls.qq.pdf?dl=0	https://www.dropbox.com/s/b7b3borunv1t0fu/315.1-Learningdisorder-164cases-408378controls.mh.pdf?dl=0	https://www.dropbox.com/s/b7b3borunv1t0fu/315.1-Learningdisorder-164cases-408378controls.mh.pdf?dl=0
315.2	89	"408,378"	494	Speech and language disorder	mental disorders	wget https://www.dropbox.com/s/bmcma4mjgq64ifp/PheCode_315.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/3g051bkgw9avtk5/315.2-Speechandlanguagedisorder-89cases-408378controls.qq.pdf?dl=0	https://www.dropbox.com/s/3g051bkgw9avtk5/315.2-Speechandlanguagedisorder-89cases-408378controls.qq.pdf?dl=0	https://www.dropbox.com/s/i3mbm94us5kj0t3/315.2-Speechandlanguagedisorder-89cases-408378controls.mh.pdf?dl=0	https://www.dropbox.com/s/i3mbm94us5kj0t3/315.2-Speechandlanguagedisorder-89cases-408378controls.mh.pdf?dl=0
316	392	"379,355"	"29,214"	Substance addiction and disorders	mental disorders	wget https://www.dropbox.com/s/zi80h66zw3r9ep1/PheCode_316_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/hcl4tz70ibv8zqh/316-Substanceaddictionanddisorders-392cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/hcl4tz70ibv8zqh/316-Substanceaddictionanddisorders-392cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/n28ty8f5bbmqjp1/316-Substanceaddictionanddisorders-392cases-379355controls.mh.pdf?dl=0	https://www.dropbox.com/s/n28ty8f5bbmqjp1/316-Substanceaddictionanddisorders-392cases-379355controls.mh.pdf?dl=0
316.1	60	"379,355"	"29,546"	Polyneuropathy due to drugs	mental disorders	wget https://www.dropbox.com/s/dfypyc0mofd2fgm/PheCode_316.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/0cknl9gs9jzyr1j/316.1-Polyneuropathyduetodrugs-60cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/0cknl9gs9jzyr1j/316.1-Polyneuropathyduetodrugs-60cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/kbpabwgoj3d8cn6/316.1-Polyneuropathyduetodrugs-60cases-379355controls.mh.pdf?dl=0	https://www.dropbox.com/s/kbpabwgoj3d8cn6/316.1-Polyneuropathyduetodrugs-60cases-379355controls.mh.pdf?dl=0
317	"12,922"	"379,355"	"16,684"	Alcohol-related disorders	mental disorders	wget https://www.dropbox.com/s/b1464qfw8by58n5/PheCode_317_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/jjhhh928a0hgfvi/317-Alcohol-relateddisorders-12922cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/jjhhh928a0hgfvi/317-Alcohol-relateddisorders-12922cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/kmo1cca9zczswak/317-Alcohol-relateddisorders-12922cases-379355controls.mh.pdf?dl=0	https://www.dropbox.com/s/kmo1cca9zczswak/317-Alcohol-relateddisorders-12922cases-379355controls.mh.pdf?dl=0
317.1	"8,968"	"379,355"	"20,638"	Alcoholism	mental disorders	wget https://www.dropbox.com/s/wu46i1bfl5j5c6h/PheCode_317.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/w6uxflaseo5bwu9/317.1-Alcoholism-8968cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/w6uxflaseo5bwu9/317.1-Alcoholism-8968cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/m4wbcimw9apbb3x/317.1-Alcoholism-8968cases-379355controls.mh.pdf?dl=0	https://www.dropbox.com/s/m4wbcimw9apbb3x/317.1-Alcoholism-8968cases-379355controls.mh.pdf?dl=0
317.11	802	"379,355"	"28,804"	Alcoholic liver damage	mental disorders	wget https://www.dropbox.com/s/9iixracyorpotba/PheCode_317.11_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/q9e4hskc3actsxz/317.11-Alcoholicliverdamage-802cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/q9e4hskc3actsxz/317.11-Alcoholicliverdamage-802cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/spxbwwkkqpgibuv/317.11-Alcoholicliverdamage-802cases-379355controls.mh.pdf?dl=0	https://www.dropbox.com/s/spxbwwkkqpgibuv/317.11-Alcoholicliverdamage-802cases-379355controls.mh.pdf?dl=0
318	"19,780"	"379,355"	"9,826"	Tobacco use disorder	mental disorders	wget https://www.dropbox.com/s/1srikn8b2km6hwg/PheCode_318_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/o4gbjkid45gx87i/318-Tobaccousedisorder-19780cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/o4gbjkid45gx87i/318-Tobaccousedisorder-19780cases-379355controls.qq.pdf?dl=0	https://www.dropbox.com/s/xgo2rqtml4sqzfe/318-Tobaccousedisorder-19780cases-379355controls.mh.pdf?dl=0	https://www.dropbox.com/s/xgo2rqtml4sqzfe/318-Tobaccousedisorder-19780cases-379355controls.mh.pdf?dl=0
