Phenotype Code	Phenotype Description	UK Biobank Data Showcase Link	Sex	File	wget command	Dropbox File
20003_1140910498	Treatment/medication code: flu - influenza vaccine	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140910498.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/gws1lqcvwgcs3fi/20003_1140910498.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140910498.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/gws1lqcvwgcs3fi/20003_1140910498.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140910512	Treatment/medication code: ismo - isosorbide mononitrate	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140910512.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/i1zzf1euezf5m5z/20003_1140910512.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140910512.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/i1zzf1euezf5m5z/20003_1140910512.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140910548	Treatment/medication code: iron sulphate	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140910548.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/tbwgguw540tgqic/20003_1140910548.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140910548.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/tbwgguw540tgqic/20003_1140910548.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140910640	Treatment/medication code: luteine	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140910640.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/sl8wdhgzadw3afg/20003_1140910640.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140910640.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/sl8wdhgzadw3afg/20003_1140910640.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140910698	Treatment/medication code: oil of peppermint	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140910698.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/exwv2rygzbe3erg/20003_1140910698.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140910698.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/exwv2rygzbe3erg/20003_1140910698.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140910766	Treatment/medication code: nicorandil	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140910766.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/zvq8a9ti3rtus0i/20003_1140910766.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140910766.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/zvq8a9ti3rtus0i/20003_1140910766.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140910814	Treatment/medication code: sodium thyroxine	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140910814.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/9tsfaa9bke31amz/20003_1140910814.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140910814.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/9tsfaa9bke31amz/20003_1140910814.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140910832	Treatment/medication code: sodium warfarin	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140910832.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ijjge5j9ryp6437/20003_1140910832.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140910832.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ijjge5j9ryp6437/20003_1140910832.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140911638	Treatment/medication code: kelp+garlic product	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140911638.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/nom9js9b0rm1yz9/20003_1140911638.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140911638.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/nom9js9b0rm1yz9/20003_1140911638.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140911640	Treatment/medication code: lecithin product	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140911640.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/n4mgapq62lqhv2a/20003_1140911640.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140911640.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/n4mgapq62lqhv2a/20003_1140911640.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140911642	Treatment/medication code: tacrolimus	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140911642.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/vvvkyxkloflrttc/20003_1140911642.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140911642.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/vvvkyxkloflrttc/20003_1140911642.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140911658	Treatment/medication code: imigran 50mg tablet	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140911658.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/hzs660f8z9pfe4j/20003_1140911658.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140911658.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/hzs660f8z9pfe4j/20003_1140911658.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140911682	Treatment/medication code: selenium ace tablet	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140911682.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/nfbl9knjkuae1pk/20003_1140911682.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140911682.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/nfbl9knjkuae1pk/20003_1140911682.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140911698	Treatment/medication code: slozem 120mg m/r capsule	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140911698.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/femr77q8fnt67ti/20003_1140911698.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140911698.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/femr77q8fnt67ti/20003_1140911698.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140911730	Treatment/medication code: flax oil tablet	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140911730.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/1je3umekliojt9a/20003_1140911730.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140911730.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/1je3umekliojt9a/20003_1140911730.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140911732	Treatment/medication code: garlic product	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140911732.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/9w9c6yw0ujg51uc/20003_1140911732.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140911732.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/9w9c6yw0ujg51uc/20003_1140911732.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140911734	Treatment/medication code: ginkgo forte tablet	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140911734.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ornajt99ba1ppj0/20003_1140911734.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140911734.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ornajt99ba1ppj0/20003_1140911734.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140911736	Treatment/medication code: ginseng product	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140911736.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/o51nz21e9yx3qhm/20003_1140911736.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140911736.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/o51nz21e9yx3qhm/20003_1140911736.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140911754	Treatment/medication code: anadin tablet	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140911754.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/l5ddzheolmhhd5q/20003_1140911754.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140911754.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/l5ddzheolmhhd5q/20003_1140911754.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140913292	Treatment/medication code: synalar 1:10 cream	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140913292.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/hw6vkodprnqni6i/20003_1140913292.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140913292.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/hw6vkodprnqni6i/20003_1140913292.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140916282	Treatment/medication code: venlafaxine	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140916282.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/b8n7rladlrqsv6f/20003_1140916282.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140916282.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/b8n7rladlrqsv6f/20003_1140916282.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140916288	Treatment/medication code: efexor 37.5mg tablet	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140916288.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/q956rp8dx3hii81/20003_1140916288.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140916288.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/q956rp8dx3hii81/20003_1140916288.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140916356	Treatment/medication code: losartan	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140916356.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/b1ccpmda08p1x9l/20003_1140916356.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140916356.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/b1ccpmda08p1x9l/20003_1140916356.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140916682	Treatment/medication code: evening primrose oil	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140916682.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/2xt85akp8rlijx6/20003_1140916682.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140916682.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/2xt85akp8rlijx6/20003_1140916682.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140916980	Treatment/medication code: zantac 75 tablet	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140916980.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/9dvw0z03aoyr9a8/20003_1140916980.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140916980.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/9dvw0z03aoyr9a8/20003_1140916980.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140917034	Treatment/medication code: airomir 100micrograms cfc-free inhaler	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140917034.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/2tcqmbp4gkctwbw/20003_1140917034.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140917034.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/2tcqmbp4gkctwbw/20003_1140917034.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140917428	Treatment/medication code: angitil sr 90 m/r capsule	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140917428.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/6lajfnuapgdfzal/20003_1140917428.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140917428.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/6lajfnuapgdfzal/20003_1140917428.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140921600	Treatment/medication code: citalopram	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140921600.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ct07i5dz1nslzad/20003_1140921600.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140921600.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ct07i5dz1nslzad/20003_1140921600.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140921828	Treatment/medication code: dicloflex 25mg e/c tablet	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140921828.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/jf0750p7bkazlhf/20003_1140921828.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140921828.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/jf0750p7bkazlhf/20003_1140921828.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140922174	Treatment/medication code: alendronate sodium	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140922174.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/v3powzmb3n25rls/20003_1140922174.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140922174.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/v3powzmb3n25rls/20003_1140922174.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140922714	Treatment/medication code: dorzolamide	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140922714.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/y4km4o3b12i7bqi/20003_1140922714.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140922714.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/y4km4o3b12i7bqi/20003_1140922714.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140923276	Treatment/medication code: co-amilozide	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140923276.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/f9zgs177da16e21/20003_1140923276.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140923276.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/f9zgs177da16e21/20003_1140923276.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140923336	Treatment/medication code: co-tenidone	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140923336.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/go0l79m4g3gm4eb/20003_1140923336.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140923336.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/go0l79m4g3gm4eb/20003_1140923336.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140923346	Treatment/medication code: co-codamol	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140923346.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/oa2sinzlkblfz93/20003_1140923346.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140923346.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/oa2sinzlkblfz93/20003_1140923346.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140923348	Treatment/medication code: co-proxamol	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140923348.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/7oe7t98jri8rj27/20003_1140923348.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140923348.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/7oe7t98jri8rj27/20003_1140923348.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140923350	Treatment/medication code: co-dydramol	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140923350.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/an5qg49358x35ku/20003_1140923350.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140923350.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/an5qg49358x35ku/20003_1140923350.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140923402	Treatment/medication code: co-amilofruse	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140923402.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/w0wy722m5zgu1dk/20003_1140923402.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140923402.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/w0wy722m5zgu1dk/20003_1140923402.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140923484	Treatment/medication code: topiramate	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140923484.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/blhp6d5ulaqhvxd/20003_1140923484.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140923484.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/blhp6d5ulaqhvxd/20003_1140923484.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140923572	Treatment/medication code: adipine mr 10 m/r tablet	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140923572.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/jde1qxfq6fsc0oz/20003_1140923572.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140923572.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/jde1qxfq6fsc0oz/20003_1140923572.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140923670	Treatment/medication code: gtn - glyceryl trinitrate	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140923670.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/y38d17y0zcux2e7/20003_1140923670.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140923670.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/y38d17y0zcux2e7/20003_1140923670.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140923688	Treatment/medication code: zoton 15mg capsule	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140923688.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/icbe6k3wbll28p6/20003_1140923688.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140923688.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/icbe6k3wbll28p6/20003_1140923688.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140925800	Treatment/medication code: movicol oral powder	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140925800.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/tvnpi9ry4zhdij8/20003_1140925800.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140925800.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/tvnpi9ry4zhdij8/20003_1140925800.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140925978	Treatment/medication code: mycophenolate	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140925978.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/hmexw0vgjry7n8w/20003_1140925978.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140925978.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/hmexw0vgjry7n8w/20003_1140925978.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140926606	Treatment/medication code: salbutamol 100micrograms spacehaler	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140926606.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/m5scmg1jebyvdtk/20003_1140926606.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140926606.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/m5scmg1jebyvdtk/20003_1140926606.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140926732	Treatment/medication code: meloxicam	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140926732.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/hxh7h60epdtdl2f/20003_1140926732.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140926732.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/hxh7h60epdtdl2f/20003_1140926732.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140926780	Treatment/medication code: adizem-xl plus m/r capsule	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140926780.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/33nslo1x35ochnt/20003_1140926780.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140926780.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/33nslo1x35ochnt/20003_1140926780.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140926922	Treatment/medication code: antihistamine 60mg tablet	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140926922.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/p6qx779b85z7ov4/20003_1140926922.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140926922.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/p6qx779b85z7ov4/20003_1140926922.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140927086	Treatment/medication code: arthrotec 50 tablet	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140927086.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/14nsy06rp8zdeq8/20003_1140927086.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140927086.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/14nsy06rp8zdeq8/20003_1140927086.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140927320	Treatment/medication code: dermol 500 lotion	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140927320.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/a5r3nn2kpswjnkr/20003_1140927320.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140927320.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/a5r3nn2kpswjnkr/20003_1140927320.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140927328	Treatment/medication code: terbinafine	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140927328.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/u8aocdumcay08k1/20003_1140927328.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140927328.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/u8aocdumcay08k1/20003_1140927328.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20003_1140927730	Treatment/medication code: epaderm ointment	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003	both_sexes	20003_1140927730.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/nkh2kdp0bzy6psf/20003_1140927730.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20003_1140927730.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/nkh2kdp0bzy6psf/20003_1140927730.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
